product_name,brands,nutriscore_grade
MON PREMIER CACOLAC Chocolat Pack de 3 Bricks 20 cl,CACOLAC,a
Poulet entier rôti,,a
Penne Rigate,,a
Casein zero - vanilla,Core & Tech Nutrition,a
Œufs moyens datés du jour du ponte,Lustucru,a
Steak Haché Charal BIO,Charal,a
Riso venere integrale,Riseria Merlano,a
Salade de riz au poulet,Colomba,a
Arborio risotto rice,Seggiano,a
Cabillaud,Casino,a
6 Oeufs bio,Sélection des comptoirs,a
Ravioli aux légumes du soleil,Comme j'aime,a
Unsalted corn caked,M&S,a
Pates de fruits d'Auvergne,,a
Sandwich maxi poulet rôti tomate salade x2,"Select & Go,Select",a
Crousti légumes betteraves échalote,Franprix,a
Penne rigate bio,Élibio,a
Sauce tomate arrabiata,Ursini,a
Ananas cube,,a
When isolate body toner,,a
Coeurs d'artichauts confits,,a
Lentilles vertes de france,,a
MyBiscore Ail & fines herbes,Bio la vie,a
Pruneaux mi-cuits bio,Le Diamant Noir,a
Farine de Blé Noir,"",a
Pappardelle aux oeufs,La Romagna,a
Supercondiment Superfoods,Superfoods,a
Bavette d'Aloyau,Charal,a
Coulis de tomates,La cocotte gourmande,a
Club sandwich thon crudités,"Select & Go, Toque du Chef",a
Haricots blancs préparés,Saint eloi,a
Coleslaw,Claude Léger,a
Lait bio demi-écrémé,Candia,a
Dinde noire fines escalopes,La Nouvelle Agriculture,a
Saumon,"",a
Biscottes au froment,Maître Jean Pierre,a
Filets de colin lieu congeles,,a
Poulet sauce aigre-douce et son duo de riz,Comme J'aime,a
Couscous bio aux 5 légumes,Kania,a
Cuisse de poulet,La Nouvelle Agriculture,a
BIO 100% ArabicaRiche et équilibré,Auchan Bio,a
Mélange essentiel,B & S BEDROS ET SAVINO,a
Seitan Suprême (6),Hobbit,a
Tomate cerise,"",a
Miettes De Thon  -  Sauce Tomate Bio,Phare d'Eckmühl,a
Filet mignon de porc,,a
Œuf,,a
Polpa fine di pomodoro,LaSelva,a
"Ratatouille de légumes, boulgour et sauté de dinde","",a
mes p'tites céréales bio amandes riz soufflé,"A&0, Aline & Olivier",a
Salade Boulgour Lentilles & FetaVEGGIE et GOURMAND,"Casino,Veggie",a
Carottes finement râpées,,a
poulet fermier jaune,L'etal Du Volailler,a
Tajine de legume,Les jardins de Laylah,a
Double concentré de tomates,Franprix,a
Filets de poulet,DUC,a
Carottes râpées maraîchères u jus citron,,a
Les milanaises chapelure nature,Le Gaulois,a
Lait facile à digérer sans lactose,Bio village,a
Viande hachée,Pays Gourmand,a
Farine,"",a
Pan con tomate,Festi Sud,a
Pasta di semola,Rustichella D'Abruzzo,a
Haricots verts extra-fins,U,a
Surdej Flerkorn,Wasa,a
Épinards hachés,Franprix,a
"Skyr fraise, mûre et cramberry",Asgaar,a
Reggia Coviglie N.71 GR 500,Pasta Reggia,a
Salade de lentilles aux petits légumes-Végan,,a
Coulis de tomates,Cal Valls,a
MELON Melon Charentais pièce,Le Flamboyant,a
Compote de pommes avec morceaux,Freshona,a
Pomme pink lady,"",a
Dinde noire Grandes Escalopes,La Nouvelle Agriculture,a
Weizenkleie,SchneeKoppe,a
Carottes râpées,,a
Bocadillo veleño de guayaba,"",a
Pain aux graines,Trader Joe's,a
Water Natural Spring Water,,a
Blat inflat amb mel bio,Bio per tots,a
Queue de crevettes congelées,,a
Baguette céréales et graines pré cuite,"Épi d'Or, Marque Repère",a
Émincé de filet de dinde,,a
Spaghetti,tamarindo,a
,Deli'salades,a
Corazones de alcachofa,Cynara,a
Lentille verte du Puy AOP,,a
La délicieuse soupe de poissons aux langoustines,La Perle des Dieux,a
Bavettes d'aloyau,Charal,a
Aiguillettes de dinde,Monoprix,a
Rigatoni,"Bettini, Gruppo Fini",a
Activia shot gingembre 80 g x 6 2 uvc,"Danone, Activia, Activia shot",a
Gambas sauvages de Sumatra,pacific west,a
Filet de saumon sans peau,Lidl,a
Café Mexique doux et très aromatique,Dagobert,a
Boeuf bourguignon,Toupargel,a
Pain maïs et graines tournesol,Intermarché,a
Noglut copos de avena sin gluten,Santiveri,a
Aubergine bio,Picolino,a
"Riso Basmati g 500, Scatola",Riso Scotti,a
Farine,Francine,a
Confiture de framboise extra light,"",a
Aiguillettes de poulet,,a
Epinards en branches,,a
Soupe de poissons,La sablaise,a
"Purée de haricot vert, carotte jaune, petit pois",Picard,a
Pois chiches,Grain de frais,a
Aiguillettes de poulet,La Nouvelle Agriculture,a
Bouchées pomme butternut cumin,Monoprix,a
Emmental thermisé 1.5 kg BIO,BIOGAM,a
Emmental thermisé 3kg BIO,BIOGAM,a
Quinoa poulet et sésame,Lea Nature,a
Boulettes de sardine,,a
Clear WHEY ISOLATE,MyProtein,a
Fraises mara des bois,Douceur du Verger,a
Protein pasta,foodspring,a
Espárragos verdes cortos calibre delgado,El Corte Inglés,a
Galette de maïs,Castelfood,a
Oeufs poules plein air tous calibres,U,a
Filet mignon de porc,Picard,a
Tofu bio carottes et quinoa,Jardin Bio,a
Papillote de Poulet Pommes de terre et petits légumes,Marie,a
Petit pois à l'étuvée fins,Daucy,a
Escalivada con aceite de oliva,Casa Mas,a
Champiñón  laminado limpio,,a
Cotes de porc echine,L'Étal du Boucher,a
Castagnoli à la farine de châtaigne,Colomba,a
Cœurs d'artichaut,Valtonia,a
Cuisses de poulet,La Nouvelle Agriculture,a
Emincé de filet de poulet,L'etal Du Volailler,a
Protein Warrior Blend Vanille,Sunwarrior,a
Purée de pomme SSA,Vergers Gourmands,a
Coques au naturel,Spanico,a
100% Carottes à déguster comme du riz,Bonduelle,a
Farine de blé,"",a
Poulet rôti entier,,a
Tournedos,Charal,a
Cocktail de frutas en almíbar ligero,Vencerol,a
"Algues Sushi Nori Blue Dragon 22 GR, 1 Pièce",Blue Dragon,a
Muesli 4 Céréales & Fruits,Grillon d'Or,a
Haché veggie,La Vie Claire,a
Poulet jaune fermier des Landes,Thiriet,a
Endives Ma Dame,,a
Pastas Macarrones,Spar,a
Corazones De Alcachofa Primera,,a
asperges blanches,,a
Riz rond demi complet Bio,Greenweez,a
Lait bio Eco-Conçu,Candia,a
Escalopes à la milanaise,,a
Escalope Extra-Fine de dinde,Le Gaulois,a
Duo de Riz de Camargue IGP,"Franprix Bio,Franprix",a
Velouté de champignons,Agidra,a
Penne aux petits pois,Kazidomi,a
Mélange de céréales et cèpes,Casino,a
Pain de mie à la farine complète* biologique,"Auchan, Auchan Bio",a
Dessert de fruits pomme fraise,Vergers Gourmands,a
Les crozets aux châtaignes,Alpina Savoie,a
Vergers Gourmands Pomme Fraise,Vergers Gourmands,a
Pavés,Charal,a
Pommes groseilles Sans sucres ajoutés,Charles & Alice,a
Aigua Sant Llorenç,"",a
Osso－Bucco de veau,Tendre & Plus,a
Pané de colin d'alaska 100% filet,Ocean Sea,a
Cream Cheese 15% Fat In Dry Matter,,a
Hot wrap mexicaine,Mix Buffet,a
"Ma pizza solo Emmental, Mozzarella & Basilic","",a
Lentilles corail,Moulin d'Hamara,a
Pure Native Whey Vanilla,Prozis,a
Riz de camargue Triade long complet,Canavère,a
Filet de Cabillaud,Iglo,a
Grosses Fèves,Riche Vallée,a
Royal gala,Albert Heijn,a
5 bananes d'Afrique commerce équitable,compagnie fruitière Paris,a
Bucatni,"Bettini, Gruppo Fini",a
"","",a
PUNJABI CHICKEN,Marks & Spencer,a
Faux-filets,Charal,a
Plateau de découpe de poulet fermier,L'Étal du Volailler,a
Pain intégral levain à l'ancienne,L'Angélus,a
Filet Mignon de Porc,L'Étal du Boucher,a
Langostino Crudo Extra,Pescanova,a
Fettucine au petit épeautre complet,De la Région,a
Haricots rouge kidney,,a
Harina PAN Maíz Amarillo,Alimentos Polar,a
2 escalopes de dinde extra tendres marinées crues,"",a
Poulet nourri aux graines de lin,Maître Coq,a
Pain complet,Intermarché,a
Les châtaignes,,a
Bolognaise pur boeuf,Franprix,a
Pavés de saumon atlantique sans peau,"En Cuisine,Promocash",a
"Spaghetti Hartweizen, Girolomoni",Girolomoni,a
Salade Fusilli poulet tartare de légumes,"Crous Languedoc Roussillon, Crous Resto'",a
Coeurs d'artichauts,,a
Figues sèches,Noberasco,a
Bâtonnets de poisson,Jacob,a
Faux-filet à griller,L'étal du boucher,a
Moules fraîches de Zélande,Boni,a
Escalope de Dinde,La Nouvelle Agriculture,a
Les legumes surgeles (rondelles de carottes),"",a
Escalope de dinde,,a
Cornichons entiers,,a
CAFE ROYAL Compatible Dolce Gusto Cappuccino x30,,a
Double concentré de tomates,Carrefour,a
Les purées légumes anciens,Auchan,a
Poivron rouge entier,Benimar,a
Rustic Scottish Oat,Stoats,a
Filet de poulet blanc,U,a
PB&Me powdered peanut butter,PB & Me,a
2 fines escalopes de dinde,,a
Filets de Saumon Rose du Pacifique MSC,Findus,a
Fruits,,a
Pois chiche Prets à l’emploi,Monoprix,a
Salad Bowl Sparte,Sodebo,a
Nap Egg Lasagne 375g,Napolina,a
Pain de mie complet,"Carrefour Bio, Carrefour",a
Extra moelleux blé complet sans sucres ajoutés,Epid'or,a
La Fabbrica Della Pasta - Linguine Al Nero Di Seppia - 500G,"La fabbrica della pasta di Gragnano,",a
Filet de poulet,Le Gaulois,a
Escalope de dinde avec chapelure,Le Gaulois,a
Pablo s Quinoa revolucion quinoa tricolore,Pablo's Quinoa,a
Châtaignes entières d'Ardèche bio,"Reflets de France,Carrefour",a
2 Skyrs nature,Laiterie de Sottevast,a
flocons avoine bio,Franprix,a
Escalope extrafine de dinde,Monoprix,a
Aiguillettes de poulet,La Nouvelle Agriculture,a
El Almendro Sugar Free Torta Imperial With Almonds 7 Oz,Brezzo,a
Boeuf bourguignon,,a
Sauté de veau aux olives,,a
Super Farine Carotte-Courge,GreendOz',a
Diet whey isolate 95 banane onctueuse,The Protein Works,a
Escalopes milanaise,Le Gaulois,a
Poêlée La Parisienne,Bonduelle,a
Taureau aile riz parf 2 quinoas,Taureau Ailé,a
Dos de cabillaud,Findus,a
Pomme abricot de Provence,Breizh Pom,a
"Pommes golden delicious, sachet de",,a
Poêlée girolles figues châtaignes,Magda,a
Tofu,,a
Ratatouille cuisinée huile d olive vierge,"Le Bio Engagé,D'aucy",a
Ce produit n'existe plus - Petits pois duo de carottes BIO,Paysan Breton,a
Endives,"",a
Pavé de saumon bio avec peau et sans arêtes,"",a
Gigot d'agneau,"",a
Délice forestier aux figues et éclats de châtaignes,Picard,a
Amandes mondées d'Espagne,Greenweez,a
Filets de loup de mer,Thiriet,a
Spaghetti à la bolognaise bébé,Bio Village,a
Palets mozzarella & tomates séchées,Soy,a
Escalope de dinde,Maître Coq,a
Farina d'avena,Prozis,a
Pois chiches,Noliko,a
Tomates concassées au jus bio,,a
Chips de coco café,,a
Kasha,,a
Filet de loup de Mer,,a
Laitue iceberg,"Panier du Primeur,Marque Repère",a
Granola Lala Lemon,Nü Morning,a
Huile d'olive vierge extra,Oliviers & Co,a
Pulpe de tomate de Marmande,Lucien Georgelin,a
Penne Rigate,"Del Castello,Pasta Zara",a
Pate de dattes,,a
CJ Tasty Soy Tofu For Fried Dish (firm),Bibigo,a
Dessert poires williams,Le Fromager Des Halles,a
Patate douce bio,"",a
Osso-Bucco de veau,Tendre & Plus,a
cœur de boeuf,"",a
Trompettes de la mort,Sabarot,a
Filets de poulet,La Nouvelle Agriculture,a
Poêlée à la parisienne BIO,Paysan Breton,a
Filet de poulet,,a
Fromage blanc nature 0% MG,"Pomona,PassionFroid",a
Lasagne fresche,"Emma Giordani, Voltan",a
Saumon,,a
Filet de LIEU Noir,E.Leclerc,a
Baeckaoffa aux trois viandes,baradel sas,a
Haricots géants,Bonduelle,a
Gigot d'agneau,,a
Caviar d'Aquitaine,Sturgeon,a
Filets de poulets,La Nouvelle Agriculture,a
Yaourt nature,"Eurial Ultra Frais, Auchan Discount",a
Farine,"",a
Whey peoteine bio,Alter Nutrition,a
Crevettes tigrées,Delpierre,a
John West Tuna Chunks in spring water,John West Tuna Chuncks in spring water,a
Haricots verts extra fins issus de l'agriculture biologique,"Auchan, Auchan Bio",a
Macaroni,Auchan,a
Pain de seigle complet,"Auchan Bio,Auchan",a
Rumsteck,,a
Petits pois à l'étuvée extra-fins,Auchan,a
Bisque de Corail de Saint-Jacques,"",a
Tomate Cocktail Grappe,"",a
Ail Blanc,,a
Rollmops au Vin Blanc,,a
Rollmops à la rémoulade,,a
Coriandoli,"Fattora, GR.A.M.M.",a
Oignon jaune,Condichef,a
Purée de potimarron surgelée,Picard,a
Steak de requin,,a
Flocon d'avoine baby,Moulin des moines,a
Valda,Valda,a
Œufs de poule élevées en plein air,Leader Price,a
"Purée Potiron, Carotte, Maïs",Picard,a
Mangue,"",a
Crudettes scarole,,a
Pain complet,Intermarché,a
Tournedos dans le filet,Charal,a
Soupe Mandu guk au poulet,picard,a
Soupe Les créations de l'atelier,Créaline,a
Soupe de poissons,La Paimpolaise,a
Organic tomato pulp,Kazidomi,a
SAVINO PASTA,Savino,a
Mélange de champignons surgelés,Magda SAS,a
Maïs doux en grains au jus BIO,"Auchan, Auchan Bio",a
Japchae au poulet,picard,a
Pain nordique,Colruyt,a
Aiguillettes de poulet,La Nouvelle Agriculture,a
Rocamadour,,a
Lindahls saveur Framboise,Nestlé,a
Lindahls Kvarg,Nestlé,a
Sauce tartare,,a
Pâtes BETTINI,"Bettini, Gruppo Fini",a
Sardine a lhuile vegetal,,a
Filet de colin d'Alaska,Carrefour,a
Filet mignon de porc,L'Étal du Boucher,a
ET TOC! Purement noisette,"choc, Graine de choc, ET TOC!",a
Grandes escalopes de dinde,,a
Muscle whey 5,,a
Oeufs,,a
Tomate,,a
Dinde 2 escalopes à la Milanaise,,a
Cassoulet à la saucisse de Toulouse,stephan,a
Escalope milanaise,Le Gaulois,a
Bavettes d'Aloyau,Charal,a
Macédoine de légumes,Gustadéa,a
Boeuf à la texane,U,a
Nouilles au poulet et sésame,,a
2 Filets de poulet,Maître Coq,a
Truite fumée,La truite des Pyrénées,a
Poulet nourri aux graines de lin,Maître Coq,a
Carottes râpées traiteur,,a
Coulis de mangue,Saveurs des Terroirs,a
Tacos de potón del pacífico en aceite de girasol,El Corte Inglés,a
Eau de source Saguaro,Saguaro,a
Frukost,"Wasa,Barilla",a
Filets poulet,La Nouvelle Agriculture,a
Pasta di semola integrale di grano duro,"Bettini, Gruppo Fini",a
Foie d'agneau,,a
Hachis parmentier,Comme j'aime,a
Cœurs d'Artichauts à l'Ail,Albert Ménès,a
Cuisses de grenouilles,,a
Filet mignon de porc,,a
Salade de fruits,,a
Lait Cru,GAEC Via Lactea,a
Aiguillettes de poulet jaune,Maître Coq,a
Nouilles en nids aux oeufs,"Itinéraire des Saveurs,",a
Likit carote,Likit,a
Zephyrhills Water Natural Spring,,a
Patates douces,Picard,a
Filets de bar,Pacific West,a
Moules,,a
Skyr Hapatettu Maitovalmiste,Isey,a
Eau minérale naturelle,Leader Price,a
Performance BAR Pistachio Uncoated,Yamamoto nutrition,a
riz cantonnais,Delasia,a
Duo haricots verts et beurre,Paysan Breton,a
Lapin entier découpé avec foie,L'etal Du Volailler,a
Œufs frais,Matines,a
2 Filets de poulet blancs,Maître Coq,a
Poire conférence origine Belgique-poids 1kg,,a
Ratatouille bio à la provençale,natur'Avenir,a
Aiguillettes de canard,Monoprix,a
Caviar de lentilles vertes du Puy AOP,la ronde des saveurs,a
Tagliatelles,Robert Esposito,a
Tomat Wrap (pulled cajun chicken),,a
PLEIN AIR X12 Non OGM,"Auchan,CDPO",a
Whey isolate,PEAK,a
Protein Peanut butter healthy,Eric Favre,a
Pois chiches biologiques,"Les Graineurs,Instants Nature",a
Pois chiches cuits,Thiriet,a
Farine d'épeautre complète type 150,Moulin des moines,a
Filets de cabillaud,Picard,a
Aiguilettte de poulet,La Nouvelle Agriculture,a
Escalopes de dinde,La Nouvelle Agriculture,a
Langostino salvaje crudo,,a
Muesli de cereales germées fruits rouges,"Monoprix Bio,Monoprix",a
Petit pois carottes extra fins minute,Auchan,a
Champignons de Paris,Casino,a
Plein airx6,Auchan,a
Coeur croquant de frisée Agrilogique,Florette,a
Butternut en cubes,Delhaize,a
Duo de crozets saveur des Alpes,"",a
FALAFELS,Nature Bio,a
Grandes escalopes de dinde,,a
Cotes de porc,Jean Rozé,a
Quezac saveur citron/citron vert,quezac,a
Le classic thon oeuf,Sodebo,a
Fusilli,Auchan,a
Pipe rigate,Auchan,a
Champignons eminces,,a
Zuivelhoevel Vla Duo leicht,Zuivelhoeve,a
Semoule de riz blanche,Moulin des Moines,a
Veau d'Aveyron et du ségala,"",a
Fusilli de pois chiche,"",a
Purée bio Pomme Fraise,"Paysans d'Ici,Ethiquable",a
Chipotle seasoning,,a
Filets de colin Alaska panés,Cité Marine,a
Crevettes rouges d'Argentine,,a
2 Pavés de Saumon Atlantique,"",a
crème d'amande,maison,a
Serpentini,Auchan,a
Fava Authentique grec,Ifantis,a
Rien que du fruit,Lucien Georgelin,a
Petits pains multi grains,Thiriet,a
Melange de noix,The Dormen Moments,a
Compote bio village,Bio Village,a
Terrine de porc au maroilles,Les Recettes de Ginette,a
Tagliatelle,De Angelis,a
Avoine Divine framboise & beurre de cacahuète,ISWARI,a
Aiguillettes de poulet,La Nouvelle Agriculture,a
Graines de lin,,a
Couscous Poulet Merguez,Assya,a
Poulet fermier jaune,L'etal Du Volailler,a
Onigiri thon mayo spicy,Shaki Shaki,a
Purée de tomates fraîches italiennes,Florelli Ital Passion,a
Haricots beurre - Extra fins,,a
Pavés de saumon,L'Atelier Poissonnerie,a
SOY - Le savoureux Grill - Oignons et herbes de provence,Soy,a
Pavés de saumon,"",a
Grosses asperges vertes,CARREFOUR BIO,a
Torsades bio blé complet pois chiches,Paysans d'ici,a
Les Copains Gourmands - Fernand le Ferment pour yaourt bulgare,"Les Copains Gourmands,Fernand le Ferment",a
Cannelloni à la viande,,a
Mijoté carottes butternut & curcuma,Bjorg,a
Galettes aux épinards et à l'emmental,"Casino, Veggie",a
Cheveux d'ange,Auchan,a
Ekologisk ärtpasta fusilli,Favorit,a
Muesli Goji & Coco,"",a
Purée bio pomme pêche de vigne sans sucres ajoutés,"PAYSANS D'ICI,ETHIQUABLE ET BIO",a
Hipro,Danone,a
Escalopes de dinde fine,Maître Coq,a
Compote pomme poire,Mimi Bio,a
Emincés de poulet,Père Dodu,a
Eau Minerale,"",a
Salade croquante,Notre Jardin,a
Poulet,La Nouvelle Agriculture,a
Mini coeurs de palmier,U,a
Filet mignon de porc,L'Étal du Boucher,a
Riz basmati complet,Rita La Belle,a
Navarin d'agneau,"Auchan Baby, Auchan Baby Bio",a
Litchis Dénoyautés au sirop léger,"",a
Filet de poulet blanc,,a
Oeufs plein air,Pleine Forme,a
Purée Pomme Mirabelle,Jardin Bio,a
Filets de Poulet,Le Gaulois,a
Farine de petit épeautre demi-complète type 110,Moulin des moines,a
Kéfir de brebis,Gaborit,a
"Pommes de terre, épinards et saumon",Interdis,a
Escalopes de dinde,,a
Bio-Haferbrei Nüsse,Spar Natur*pur,a
haricots blanc cuisinés à l'Auvergnate,Raynal et Roquelaure,a
Steak haché 5% congelé 125 gr x 2,,a
Bohnen Baked Beans,"Spar, Vital",a
Hampes Charal,Charal,a
Kellogg's SPK Protein Original,Kellogg's,a
Poulet nourri aux graines de lin,Maître Coq,a
Cornichons aigre-doux,,a
rendu meal,slendier,a
Riz rond blanc Bio,Greenweez,a
Mezze maniche rigate,Leader Price,a
Filet de saumon rouge du Pacifique MSC avec peau sans arête congelé,U,a
Boisson vegetale amande intense,Casino Bio,a
Ail semoule déshydraté,U,a
Bio-Tofu geräuchert,Spar,a
Bio-Aufstrich,Spar,a
Coeur de filet de cabillaud surgelés,,a
Filet mignon de dinde,Maître Coq,a
Lait de chevre,,a
Farine blanche type 65 bio,Moulin Herzog,a
Cardons au natural,,a
Filet de dinde,Maître Coq,a
Pâtes bio épeautre completes,"De Cecco, De Cecco",a
Médaillons de poulet,Corril,a
Maïs doux bio,Markal,a
"Salade, Variété Iceberg",Fruca,a
Filets de poulets,La Nouvelle Agriculture,a
Les milanaises du chef,Père Dodu,a
Farine de blé INTEGRALE,Moulins Waast,a
filets de poulet tranchés,"Volandrie, Marque Repère",a
Farine de petit epeautre,Moulins Waast,a
La belle escalope,Le Gaulois,a
Moules créoles,"",a
La salvetat,"La Salvetat,Danone",a
Viande bovine a griller 1 onglet,Charal,a
Monograno,Felicetti,a
Faux-filet,Charal,a
Salade de lentilles,Maître Olivier,a
Pad Thai,Céréal bio,a
Amandes grillées bio,Daco Bello,a
Maïs doux cuit sous-vide,Bouquet Bio,a
Steak végétal,Céréal Bio,a
Foie de veau,,a
Granola bio et artisanal,La Main dans le Bol,a
Compote,"Monoprix Bio, Monoprix, Monoprix Exploitation",a
Carottes rapees,,a
Escargots,,a
Pain Azyme Petit épeautre,Moulin des peupliers,a
2 BIFTECKS,Charal,a
Poulet,La Nouvelle Agriculture,a
Street Fries Mexican Veggie,McCain,a
Pot au feu et ses legumes,"",a
Escalopes de dinde,,a
Dahl,Céréal Bio,a
Tronquitos de merluza,Carrefour,a
Farine de ble,"",a
Macédoine de légumes,Auchan,a
Tomates cerises mélangées,,a
Foie de boeuf,Socopa,a
Filet de poulet,,a
Farine de blé Khorasan Kamut Blanche Type 65,Moulin des moines,a
Pois du Cap,Le comptoir colonial,a
Farine de blé T110,"",a
Oeufs frais,Matines,a
Mélange Sarrasin Lentilles rouges,Bio par nature,a
Les pommes de terre grenaille,Auchan,a
Soupe de courges,Idées de saison,a
Merlu blanc,,a
Colin d'Alaska,Casino,a
Escalope de dinde Le Gaulois,Le Gaulois,a
La Belle Escalope,Le Gaulois,a
Yogurt Muesli Cacao & Noisettes,"Activia,Activia yoghurt cereals/fibres",a
Coco Onctueuse,Alpro,a
Poulet fermier,Loué,a
Filet de poulet,La ferme de Botpenal,a
Champignons de paris,Aro,a
Steak haché Blonde Aquitaine,Bigard,a
Fraises Clery,,a
Activia sans sucre ajoute pruneau amande chanvre 115 g x 4,"Activia, Activia fruits no added sugar",a
Onglet de boeuf,Charal,a
filets  de poulet jaune,,a
Risotto de légumes,"Auchan, Auchan Baby Bio",a
Purée de tomates,"",a
Onglet,Charal,a
Poulet fermier Loué,Loué,a
Le Fromage Blanc au lait demi écrémé Nature,"Auchan Bio, Auchan",a
Filets de cabillaud,,a
Roti de filet de porc,L'Étal du Boucher,a
Spaghetti,,a
,"lardo, Ardo",a
